algorithm,alpha,n_clients,partition_seed,model_seed,round,val_macro_f1,val_loss,diverged,diverged_at
fedavg_sgd,0.1,30,102,11,41,0.44280094555904,0.10527636272710375,False,
fedavg_sgd,0.1,30,102,11,42,0.4496129961022091,0.10479919582273717,False,
fedavg_sgd,0.1,30,102,11,43,0.4482943871937714,0.10508828741972366,False,
fedavg_sgd,0.1,30,102,11,44,0.4545140092473799,0.10439776757531302,False,
fedavg_sgd,0.1,30,102,11,45,0.46313663565276986,0.10339136186163886,False,
fedavg_sgd,0.1,30,102,22,1,0.18902815160513908,0.16437201121888895,False,
fedavg_sgd,0.1,30,102,22,2,0.23727331464263113,0.1390758581849703,False,
fedavg_sgd,0.1,30,102,22,3,0.23265238028947133,0.15945152020442366,False,
fedavg_sgd,0.1,30,102,22,4,0.2954473867794287,0.12552760582162562,False,
fedavg_sgd,0.1,30,102,22,5,0.31758277231871157,0.12584330564498294,False,
fedavg_sgd,0.1,30,102,22,6,0.3338475315132289,0.12331126696507733,False,
fedavg_sgd,0.1,30,102,22,7,0.35726801675686787,0.11546035632954789,False,
fedavg_sgd,0.1,30,102,22,8,0.3514707780886871,0.11826185843540747,False,
fedavg_sgd,0.1,30,102,22,9,0.36521096088520316,0.11545622853690096,False,
fedavg_sgd,0.1,30,102,22,10,0.36891898491967534,0.11184071150767742,False,
fedavg_sgd,0.1,30,102,22,11,0.3703532803399448,0.11338824869530974,False,
fedavg_sgd,0.1,30,102,22,12,0.3749933507861938,0.11185109886673966,False,
fedavg_sgd,0.1,30,102,22,13,0.3756560531330245,0.10875379213111716,False,
fedavg_sgd,0.1,30,102,22,14,0.3775027272406135,0.10565879855747021,False,
fedavg_sgd,0.1,30,102,22,15,0.3880463259845334,0.10183076136273946,False,
fedavg_sgd,0.1,30,102,22,16,0.39129617530469285,0.10076866431046479,False,
fedavg_sgd,0.1,30,102,22,17,0.3917291394962909,0.1023347885870986,False,
fedavg_sgd,0.1,30,102,22,18,0.38735432109257034,0.1003861271730675,False,
fedavg_sgd,0.1,30,102,22,19,0.3929212786439114,0.10268864777989356,False,
fedavg_sgd,0.1,30,102,22,20,0.3941868902947806,0.10179049271825087,False,
fedavg_sgd,0.1,30,102,22,21,0.38959209430314085,0.1015332449396863,False,
fedavg_sgd,0.1,30,102,22,22,0.3884525801162929,0.10031768550583474,False,
fedavg_sgd,0.1,30,102,22,23,0.3879087572704336,0.09885022393635548,False,
fedavg_sgd,0.1,30,102,22,24,0.3899662693362036,0.10238044709306182,False,
fedavg_sgd,0.1,30,102,22,25,0.3908534428015722,0.10366064850318041,False,
fedavg_sgd,0.1,30,102,22,26,0.39419995836746236,0.10135292923532799,False,
fedavg_sgd,0.1,30,102,22,27,0.39649551378208703,0.09977163439146908,False,
fedavg_sgd,0.1,30,102,22,28,0.3944626654846898,0.10225990904494114,False,
fedavg_sgd,0.1,30,102,22,29,0.3947905071192037,0.10147289912202316,False,
fedavg_sgd,0.1,30,102,22,30,0.4035143574916091,0.10203825223031181,False,
fedavg_sgd,0.1,30,102,22,31,0.4149397204369346,0.10519376995715121,False,
fedavg_sgd,0.1,30,102,22,32,0.417206333122921,0.10483500419754208,False,
fedavg_sgd,0.1,30,102,22,33,0.42844869917564865,0.1031829607341395,False,
fedavg_sgd,0.1,30,102,22,34,0.4272658374637006,0.10719156832742259,False,
fedavg_sgd,0.1,30,102,22,35,0.4181578298926266,0.10948564757624903,False,
fedavg_sgd,0.1,30,102,22,36,0.42649211015872235,0.11083750367640059,False,
fedavg_sgd,0.1,30,102,22,37,0.43758558711639217,0.10912069754633923,False,
fedavg_sgd,0.1,30,102,22,38,0.44689940027940317,0.10867210609704565,False,
fedavg_sgd,0.1,30,102,22,39,0.4380942757097844,0.11175969592280625,False,
fedavg_sgd,0.1,30,102,22,40,0.4307764496783854,0.11110004352022555,False,
fedavg_sgd,0.1,30,102,22,41,0.43194051026320274,0.11099821460142464,False,
fedavg_sgd,0.1,30,102,22,42,0.4540263960733191,0.11045831577354195,False,
fedavg_sgd,0.1,30,102,22,43,0.48181473689836146,0.1078031585968881,False,
fedavg_sgd,0.1,30,102,22,44,0.45790322397105027,0.11206772734189908,False,
