run_id,algorithm,alpha,n_clients,partition_seed,model_seed,round,val_macro_f1,val_loss,per_class_recall_json,per_class_precision_json,per_class_f1_json,per_class_predicted_count_json,elapsed_seconds,diverged,diverged_at
1,fedavg_sgd,0.1,10,101,11,11,0.43200972546778393,0.09220385104773904,"{""DoS"": 0.9992820936758979, ""Injection"": 0.12868949232585597, ""Ip Spoofing"": 0.0, ""MITM"": 0.07609098318144773, ""Manipulation"": 0.3648509763617677, ""Password Cracking"": 0.0, ""Regular"": 0.9941607044903593, ""Replay"": 0.911520737327189, ""Unauth"": 0.0, ""Video"": 0.6214618714618715}","{""DoS"": 0.9964855952794168, ""Injection"": 0.7465753424657534, ""Ip Spoofing"": 0.0, ""MITM"": 0.4828396803008933, ""Manipulation"": 0.26934749620637327, ""Password Cracking"": 0.0, ""Regular"": 0.9240532005877065, ""Replay"": 0.45263157894736844, ""Unauth"": 0.0, ""Video"": 0.7187560177161564}","{""DoS"": 0.9978818852307659, ""Injection"": 0.21953675730110775, ""Ip Spoofing"": 0.0, ""MITM"": 0.13146441372247825, ""Manipulation"": 0.30990833697075515, ""Password Cracking"": 0.0, ""Regular"": 0.9578257966443621, ""Replay"": 0.6048929663608563, ""Unauth"": 0.0, ""Video"": 0.6665773729797303}","{""DoS"": 46096, ""Injection"": 146, ""Ip Spoofing"": 864, ""MITM"": 2127, ""Manipulation"": 1318, ""Password Cracking"": 0, ""Regular"": 182404, ""Replay"": 2185, ""Unauth"": 0, ""Video"": 10386}",269.2304120063782,False,
1,fedavg_sgd,0.1,10,101,11,12,0.42221641551964034,0.09354613905640762,"{""DoS"": 0.99989122631453, ""Injection"": 0.04132231404958678, ""Ip Spoofing"": 0.15752625437572929, ""MITM"": 0.12247166036897088, ""Manipulation"": 0.13052415210688592, ""Password Cracking"": 0.0, ""Regular"": 0.9954347326015536, ""Replay"": 0.8811059907834101, ""Unauth"": 0.0, ""Video"": 0.5378787878787878}","{""DoS"": 0.9938374381040932, ""Injection"": 0.6481481481481481, ""Ip Spoofing"": 0.11769834350479512, ""MITM"": 0.4410352187833511, ""Manipulation"": 0.5772727272727273, ""Password Cracking"": 0.0, ""Regular"": 0.919155170441858, ""Replay"": 0.4509433962264151, ""Unauth"": 0.0, ""Video"": 0.77109440267335}","{""DoS"": 0.9968551413017546, ""Injection"": 0.07769145394006659, ""Ip Spoofing"": 0.1347305389221557, ""MITM"": 0.1917077413743114, ""Manipulation"": 0.2129086336965633, ""Password Cracking"": 0.0, ""Regular"": 0.9557754168176875, ""Replay"": 0.5965678627145086, ""Unauth"": 0.0, ""Video"": 0.6337109509097151}","{""DoS"": 46247, ""Injection"": 54, ""Ip Spoofing"": 1147, ""MITM"": 3748, ""Manipulation"": 220, ""Password Cracking"": 0, ""Regular"": 183611, ""Replay"": 2120, ""Unauth"": 0, ""Video"": 8379}",290.0793569087982,False,
1,fedavg_sgd,0.1,10,101,11,13,0.45314208155990354,0.08796185698870099,"{""DoS"": 0.99989122631453, ""Injection"": 0.5041322314049587, ""Ip Spoofing"": 0.009334889148191364, ""MITM"": 0.1300288953100689, ""Manipulation"": 0.10483042137718397, ""Password Cracking"": 0.0, ""Regular"": 0.9924266106723447, ""Replay"": 0.9142857142857143, ""Unauth"": 0.0, ""Video"": 0.6628371628371629}","{""DoS"": 0.9944610324981609, ""Injection"": 0.4970896391152503, ""Ip Spoofing"": 0.010376134889753566, ""MITM"": 0.5207715133531158, ""Manipulation"": 0.7132867132867133, ""Password Cracking"": 0.0, ""Regular"": 0.9353847009117189, ""Replay"": 0.3894778170396545, ""Unauth"": 0.0, ""Video"": 0.6783097631623786}","{""DoS"": 0.9971687367793025, ""Injection"": 0.5005861664712778, ""Ip Spoofing"": 0.009828009828009828, ""MITM"": 0.20809865417679493, ""Manipulation"": 0.1827956989247312, ""Password Cracking"": 0.0, ""Regular"": 0.9630617507247704, ""Replay"": 0.5462555066079295, ""Unauth"": 0.0, ""Video"": 0.6704842105263158}","{""DoS"": 46218, ""Injection"": 859, ""Ip Spoofing"": 771, ""MITM"": 3370, ""Manipulation"": 143, ""Password Cracking"": 0, ""Regular"": 179880, ""Replay"": 2547, ""Unauth"": 0, ""Video"": 11738}",310.94606280326843,False,
1,fedavg_sgd,0.1,10,101,11,14,0.4713515563453758,0.09026531198982424,"{""DoS"": 0.99989122631453, ""Injection"": 0.4014167650531287, ""Ip Spoofing"": 0.0, ""MITM"": 0.15032970289694006, ""Manipulation"": 0.28365878725590954, ""Password Cracking"": 0.0, ""Regular"": 0.9958830017517887, ""Replay"": 0.9290322580645162, ""Unauth"": 0.0, ""Video"": 0.5038295038295039}","{""DoS"": 0.9970281351005444, ""Injection"": 0.6273062730627307, ""Ip Spoofing"": 0.0, ""MITM"": 0.48344055277579223, ""Manipulation"": 0.4842105263157895, ""Password Cracking"": 0.0, ""Regular"": 0.9189784955015267, ""Replay"": 0.43560933448573896, ""Unauth"": 0.0, ""Video"": 0.7992604331748547}","{""DoS"": 0.9984576282232311, ""Injection"": 0.4895608351331893, ""Ip Spoofing"": 0.0, ""MITM"": 0.22934328020798012, ""Manipulation"": 0.3577446532728451, ""Password Cracking"": 0.0, ""Regular"": 0.9558864324737453, ""Replay"": 0.5931156222418358, ""Unauth"": 0.0, ""Video"": 0.6180555555555556}","{""DoS"": 46099, ""Injection"": 542, ""Ip Spoofing"": 503, ""MITM"": 4197, ""Manipulation"": 570, ""Password Cracking"": 0, ""Regular"": 183729, ""Replay"": 2314, ""Unauth"": 0, ""Video"": 7572}",331.8604187965393,False,
1,fedavg_sgd,0.1,10,101,11,15,0.46008447159866317,0.08809982577818701,"{""DoS"": 0.99934735788718, ""Injection"": 0.9563164108618654, ""Ip Spoofing"": 0.0, ""MITM"": 0.09565088538193672, ""Manipulation"": 0.17985611510791366, ""Password Cracking"": 0.0, ""Regular"": 0.9923971192808819, ""Replay"": 0.9345622119815669, ""Unauth"": 0.0, ""Video"": 0.6104728604728604}","{""DoS"": 0.9963777546416797, ""Injection"": 0.36969420356001825, ""Ip Spoofing"": 0.0, ""MITM"": 0.4502964771538193, ""Manipulation"": 0.4971590909090909, ""Password Cracking"": 0.0, ""Regular"": 0.9350709978603384, ""Replay"": 0.4056, ""Unauth"": 0.0, ""Video"": 0.7162531744481344}","{""DoS"": 0.997860346906192, ""Injection"": 0.533245556287031, ""Ip Spoofing"": 0.0, ""MITM"": 0.15778538254705451, ""Manipulation"": 0.2641509433962264, ""Password Cracking"": 0.0, ""Regular"": 0.9628815712666964, ""Replay"": 0.5656903765690376, ""Unauth"": 0.0, ""Video"": 0.6591460674157303}","{""DoS"": 46104, ""Injection"": 2191, ""Ip Spoofing"": 1339, ""MITM"": 2867, ""Manipulation"": 352, ""Password Cracking"": 0, ""Regular"": 179935, ""Replay"": 2500, ""Unauth"": 0, ""Video"": 10238}",351.4099099636078,False,
1,fedavg_sgd,0.1,10,101,11,16,0.4889272411392091,0.08641617678091643,"{""DoS"": 0.999760697891966, ""Injection"": 0.9598583234946871, ""Ip Spoofing"": 0.07001166861143523, ""MITM"": 0.13114025338964214, ""Manipulation"": 0.25488180883864336, ""Password Cracking"": 0.0, ""Regular"": 0.9911820739526133, ""Replay"": 0.9188940092165898, ""Unauth"": 0.0, ""Video"": 0.6435231435231435}","{""DoS"": 0.9969628601180146, ""Injection"": 0.3807962529274005, ""Ip Spoofing"": 0.05714285714285714, ""MITM"": 0.4649330181245075, ""Manipulation"": 0.5649202733485194, ""Password Cracking"": 0.0, ""Regular"": 0.9409175914623904, ""Replay"": 0.4525646845211076, ""Unauth"": 0.0, ""Video"": 0.6903018396142169}","{""DoS"": 0.9983598188197212, ""Injection"": 0.545271629778672, ""Ip Spoofing"": 0.06292606187729417, ""MITM"": 0.2045769764216366, ""Manipulation"": 0.35127478753541075, ""Password Cracking"": 0.0, ""Regular"": 0.9653960056184455, ""Replay"": 0.6064476885644768, ""Unauth"": 0.0, ""Video"": 0.6660922016372254}","{""DoS"": 46096, ""Injection"": 2135, ""Ip Spoofing"": 1050, ""MITM"": 3807, ""Manipulation"": 439, ""Password Cracking"": 0, ""Regular"": 178598, ""Replay"": 2203, ""Unauth"": 0, ""Video"": 11198}",371.35580682754517,False,
1,fedavg_sgd,0.1,10,101,11,17,0.47855817742030127,0.08526654751125151,"{""DoS"": 0.9999347357887179, ""Injection"": 0.9669421487603306, ""Ip Spoofing"": 0.0, ""MITM"": 0.14751426242868787, ""Manipulation"": 0.2312435765673176, ""Password Cracking"": 0.0, ""Regular"": 0.990940244542618, ""Replay"": 0.9391705069124424, ""Unauth"": 0.0, ""Video"": 0.6635031635031635}","{""DoS"": 0.9972445813716344, ""Injection"": 0.3734610123119015, ""Ip Spoofing"": 0.0, ""MITM"": 0.4719127755392273, ""Manipulation"": 0.5597014925373134, ""Password Cracking"": 0.0, ""Regular"": 0.9455109265168526, ""Replay"": 0.41830870279146143, ""Unauth"": 0.0, ""Video"": 0.6788178179030747}","{""DoS"": 0.9985878467922397, ""Injection"": 0.5388157894736842, ""Ip Spoofing"": 0.0, ""MITM"": 0.22476857078347257, ""Manipulation"": 0.32727272727272727, ""Password Cracking"": 0.0, ""Regular"": 0.9676926975935121, ""Replay"": 0.5788128372621414, ""Unauth"": 0.0, ""Video"": 0.6710731276049341}","{""DoS"": 46091, ""Injection"": 2193, ""Ip Spoofing"": 757, ""MITM"": 4219, ""Manipulation"": 402, ""Password Cracking"": 0, ""Regular"": 177687, ""Replay"": 2436, ""Unauth"": 0, ""Video"": 11741}",390.7980058193207,False,
1,fedavg_sgd,0.1,10,101,11,18,0.48907527609125157,0.08551528843332502,"{""DoS"": 0.99989122631453, ""Injection"": 0.9728453364817001, ""Ip Spoofing"": 0.059509918319719954, ""MITM"": 0.15240423797881011, ""Manipulation"": 0.24665981500513876, ""Password Cracking"": 0.0, ""Regular"": 0.991960646687232, ""Replay"": 0.9078341013824884, ""Unauth"": 0.0, ""Video"": 0.6168831168831169}","{""DoS"": 0.9950854099460911, ""Injection"": 0.3747157798999545, ""Ip Spoofing"": 0.05944055944055944, ""MITM"": 0.4667574313592013, ""Manipulation"": 0.5769230769230769, ""Password Cracking"": 0.0, ""Regular"": 0.939704641585973, ""Replay"": 0.4463072043497961, ""Unauth"": 0.0, ""Video"": 0.7207470090458127}","{""DoS"": 0.9974825296236816, ""Injection"": 0.541037426132633, ""Ip Spoofing"": 0.05947521865889213, ""MITM"": 0.229781054512958, ""Manipulation"": 0.34557235421166305, ""Password Cracking"": 0.0, ""Regular"": 0.9651258213537631, ""Replay"": 0.5984204131227218, ""Unauth"": 0.0, ""Video"": 0.6647826672049523}","{""DoS"": 46189, ""Injection"": 2199, ""Ip Spoofing"": 858, ""MITM"": 4407, ""Manipulation"": 416, ""Password Cracking"": 0, ""Regular"": 178969, ""Replay"": 2207, ""Unauth"": 0, ""Video"": 10281}",413.8897907733917,False,
1,fedavg_sgd,0.1,10,101,11,19,0.4921483075443167,0.08327026783408405,"{""DoS"": 0.999738943154872, ""Injection"": 0.9763872491145218, ""Ip Spoofing"": 0.03150525087514586, ""MITM"": 0.1845595317477958, ""Manipulation"": 0.28263103802672146, ""Password Cracking"": 0.0, ""Regular"": 0.9881975451365747, ""Replay"": 0.928110599078341, ""Unauth"": 0.0, ""Video"": 0.6780719280719281}","{""DoS"": 0.9970709481449338, ""Injection"": 0.3672291296625222, ""Ip Spoofing"": 0.02845100105374078, ""MITM"": 0.5087826797385621, ""Manipulation"": 0.580168776371308, ""Password Cracking"": 0.0, ""Regular"": 0.9548832755790626, ""Replay"": 0.4399301004805592, ""Unauth"": 0.0, ""Video"": 0.6208079268292683}","{""DoS"": 0.998403163257547, ""Injection"": 0.5337205550177476, ""Ip Spoofing"": 0.029900332225913623, ""MITM"": 0.27086391562007284, ""Manipulation"": 0.38009675190048375, ""Password Cracking"": 0.0, ""Regular"": 0.9712548225057029, ""Replay"": 0.5969176052163604, ""Unauth"": 0.0, ""Video"": 0.6481776221550215}","{""DoS"": 46090, ""Injection"": 2252, ""Ip Spoofing"": 949, ""MITM"": 4896, ""Manipulation"": 474, ""Password Cracking"": 0, ""Regular"": 175456, ""Replay"": 2289, ""Unauth"": 0, ""Video"": 13120}",437.0525996685028,False,
1,fedavg_sgd,0.1,10,101,11,20,0.4865494599413888,0.08258128303233717,"{""DoS"": 1.0, ""Injection"": 0.9763872491145218, ""Ip Spoofing"": 0.003500583430571762, ""MITM"": 0.19693265170037785, ""Manipulation"": 0.2589928057553957, ""Password Cracking"": 0.0, ""Regular"": 0.990055502798733, ""Replay"": 0.9410138248847926, ""Unauth"": 0.0, ""Video"": 0.6500999000999002}","{""DoS"": 0.9968987204510952, ""Injection"": 0.3682101513802315, ""Ip Spoofing"": 0.005338078291814947, ""MITM"": 0.488962472406181, ""Manipulation"": 0.5550660792951542, ""Password Cracking"": 0.0, ""Regular"": 0.9521365000311981, ""Replay"": 0.42683946488294316, ""Unauth"": 0.0, ""Video"": 0.6489653453004238}","{""DoS"": 0.9984469520075588, ""Injection"": 0.534755900420304, ""Ip Spoofing"": 0.004228329809725159, ""MITM"": 0.28077959118998574, ""Manipulation"": 0.35318850735809393, ""Password Cracking"": 0.0, ""Regular"": 0.9707258395646466, ""Replay"": 0.5872878918607995, ""Unauth"": 0.0, ""Video"": 0.6495321272613849}","{""DoS"": 46110, ""Injection"": 2246, ""Ip Spoofing"": 562, ""MITM"": 5436, ""Manipulation"": 454, ""Password Cracking"": 0, ""Regular"": 176293, ""Replay"": 2392, ""Unauth"": 0, ""Video"": 12033}",460.0322439670563,False,
