run_id,algorithm,alpha,n_clients,partition_seed,partition_id,class,recall,zero_recall,n_holders,holder_fraction,hhi,gini,holder_weight_share,class_evaluable
16,fednova_sgd,1.0,15,101,1.0_15_101,Unauth,0.998661311914324,0,5,0.3333333333333333,0.22814148586456273,0.7337663817663818,0.13276548958617232,True
16,fednova_sgd,1.0,15,101,1.0_15_101,Video,0.302031302031302,0,3,0.2,0.48073743468705993,0.8630528358958345,0.24857566221823693,True
17,fedavg_sgd,1.0,30,101,1.0_30_101,DoS,0.9998042073661539,0,11,0.36666666666666664,0.14631149746431477,0.793304151599645,0.707910992957609,True
17,fedavg_sgd,1.0,30,101,1.0_30_101,Injection,0.0,1,4,0.13333333333333333,0.2684068555009746,0.8866924564796906,0.10208257950013999,True
17,fedavg_sgd,1.0,30,101,1.0_30_101,Ip Spoofing,0.38739789964994165,0,7,0.23333333333333334,0.17689351976591897,0.8306229449924465,0.1444336646943755,True
17,fedavg_sgd,1.0,30,101,1.0_30_101,MITM,0.5852411647032674,0,6,0.2,0.23895372035760373,0.8691011889352858,0.23390951769248441,True
17,fedavg_sgd,1.0,30,101,1.0_30_101,Manipulation,0.0,1,4,0.13333333333333333,0.2502406363820241,0.8688294856217093,0.052317031312641794,True
17,fedavg_sgd,1.0,30,101,1.0_30_101,Password Cracking,0.0,1,1,0.03333333333333333,1.0,0.9666666666666667,0.08818708891867531,False
17,fedavg_sgd,1.0,30,101,1.0_30_101,Regular,0.9886045263387617,0,14,0.4666666666666667,0.12319740093080443,0.6999872646350244,0.6557967408361014,True
17,fedavg_sgd,1.0,30,101,1.0_30_101,Replay,0.8829493087557604,0,4,0.13333333333333333,0.25043120331669394,0.8695922225222792,0.1388111930392787,True
17,fedavg_sgd,1.0,30,101,1.0_30_101,Unauth,0.9825970548862115,0,4,0.13333333333333333,0.2660099057637519,0.8853903133903134,0.1866847555627076,True
17,fedavg_sgd,1.0,30,101,1.0_30_101,Video,0.0,1,5,0.16666666666666666,0.2118301710587672,0.853499023371725,0.04352311171180054,True
18,fednova_sgd,1.0,30,101,1.0_30_101,DoS,0.999825962103248,0,11,0.36666666666666664,0.14631149746431477,0.793304151599645,0.707910992957609,True
18,fednova_sgd,1.0,30,101,1.0_30_101,Injection,0.0,1,4,0.13333333333333333,0.2684068555009746,0.8866924564796906,0.10208257950013999,True
18,fednova_sgd,1.0,30,101,1.0_30_101,Ip Spoofing,0.20770128354725786,0,7,0.23333333333333334,0.17689351976591897,0.8306229449924465,0.1444336646943755,True
18,fednova_sgd,1.0,30,101,1.0_30_101,MITM,0.03015484922575387,0,6,0.2,0.23895372035760373,0.8691011889352858,0.23390951769248441,True
18,fednova_sgd,1.0,30,101,1.0_30_101,Manipulation,0.0842754367934224,0,4,0.13333333333333333,0.2502406363820241,0.8688294856217093,0.052317031312641794,True
18,fednova_sgd,1.0,30,101,1.0_30_101,Password Cracking,0.0,1,1,0.03333333333333333,1.0,0.9666666666666667,0.08818708891867531,False
18,fednova_sgd,1.0,30,101,1.0_30_101,Regular,0.9982128216773524,0,14,0.4666666666666667,0.12319740093080443,0.6999872646350244,0.6557967408361014,True
