seed,round,class,client_a,client_b,role_a,role_b,cosine_similarity
11,1,Manipulation,0,1,non_holder,non_holder,0.9023237824440002
11,1,Manipulation,0,2,non_holder,holder,-0.5228551626205444
11,1,Manipulation,0,3,non_holder,non_holder,0.9253164529800415
11,1,Manipulation,0,4,non_holder,non_holder,0.9155275821685791
11,1,Manipulation,0,5,non_holder,non_holder,0.9058558940887451
11,1,Manipulation,0,6,non_holder,non_holder,0.8548309803009033
11,1,Manipulation,0,7,non_holder,non_holder,0.910364031791687
11,1,Manipulation,0,8,non_holder,non_holder,0.9158060550689697
11,1,Manipulation,0,9,non_holder,non_holder,0.9218881130218506
11,1,Manipulation,0,10,non_holder,non_holder,0.9014593958854675
11,1,Manipulation,0,11,non_holder,non_holder,0.8972545266151428
11,1,Manipulation,0,12,non_holder,non_holder,0.9144827127456665
11,1,Manipulation,0,13,non_holder,holder,-0.6790499091148376
11,1,Manipulation,0,14,non_holder,non_holder,0.9091382622718811
11,1,Manipulation,1,2,non_holder,holder,-0.5829933881759644
11,1,Manipulation,1,3,non_holder,non_holder,0.9536125659942627
11,1,Manipulation,1,4,non_holder,non_holder,0.9717791676521301
11,1,Manipulation,1,5,non_holder,non_holder,0.9532403945922852
11,1,Manipulation,1,6,non_holder,non_holder,0.9034426212310791
11,1,Manipulation,1,7,non_holder,non_holder,0.9712774753570557
11,1,Manipulation,1,8,non_holder,non_holder,0.9338987469673157
11,1,Manipulation,1,9,non_holder,non_holder,0.9852953553199768
11,1,Manipulation,1,10,non_holder,non_holder,0.9791221022605896
11,1,Manipulation,1,11,non_holder,non_holder,0.9706013202667236
11,1,Manipulation,1,12,non_holder,non_holder,0.9765991568565369
11,1,Manipulation,1,13,non_holder,holder,-0.7291683554649353
11,1,Manipulation,1,14,non_holder,non_holder,0.970440149307251
11,1,Manipulation,2,3,holder,non_holder,-0.5099838376045227
11,1,Manipulation,2,4,holder,non_holder,-0.5757229328155518
11,1,Manipulation,2,5,holder,non_holder,-0.6288791298866272
11,1,Manipulation,2,6,holder,non_holder,-0.4166931211948395
11,1,Manipulation,2,7,holder,non_holder,-0.6223737597465515
11,1,Manipulation,2,8,holder,non_holder,-0.5404134392738342
11,1,Manipulation,2,9,holder,non_holder,-0.6055418848991394
11,1,Manipulation,2,10,holder,non_holder,-0.5703434944152832
11,1,Manipulation,2,11,holder,non_holder,-0.5788207054138184
11,1,Manipulation,2,12,holder,non_holder,-0.6107672452926636
11,1,Manipulation,2,13,holder,holder,0.8394684195518494
11,1,Manipulation,2,14,holder,non_holder,-0.5668253302574158
11,1,Manipulation,3,4,non_holder,non_holder,0.9528488516807556
11,1,Manipulation,3,5,non_holder,non_holder,0.928492546081543
11,1,Manipulation,3,6,non_holder,non_holder,0.9284796714782715
11,1,Manipulation,3,7,non_holder,non_holder,0.942379891872406
11,1,Manipulation,3,8,non_holder,non_holder,0.939580500125885
11,1,Manipulation,3,9,non_holder,non_holder,0.9658622145652771
11,1,Manipulation,3,10,non_holder,non_holder,0.9582656025886536
11,1,Manipulation,3,11,non_holder,non_holder,0.942920446395874
11,1,Manipulation,3,12,non_holder,non_holder,0.9550302028656006
11,1,Manipulation,3,13,non_holder,holder,-0.6684396862983704
11,1,Manipulation,3,14,non_holder,non_holder,0.944584310054779
11,1,Manipulation,4,5,non_holder,non_holder,0.9503259658813477
11,1,Manipulation,4,6,non_holder,non_holder,0.9120959639549255
11,1,Manipulation,4,7,non_holder,non_holder,0.9609441161155701
11,1,Manipulation,4,8,non_holder,non_holder,0.9070606231689453
11,1,Manipulation,4,9,non_holder,non_holder,0.9627504348754883
11,1,Manipulation,4,10,non_holder,non_holder,0.9739775657653809
11,1,Manipulation,4,11,non_holder,non_holder,0.9384344220161438
11,1,Manipulation,4,12,non_holder,non_holder,0.9615224599838257
11,1,Manipulation,4,13,non_holder,holder,-0.6977712512016296
11,1,Manipulation,4,14,non_holder,non_holder,0.951975405216217
11,1,Manipulation,5,6,non_holder,non_holder,0.8894897103309631
11,1,Manipulation,5,7,non_holder,non_holder,0.9764752984046936
11,1,Manipulation,5,8,non_holder,non_holder,0.9185166954994202
11,1,Manipulation,5,9,non_holder,non_holder,0.9651135206222534
11,1,Manipulation,5,10,non_holder,non_holder,0.9432778358459473
11,1,Manipulation,5,11,non_holder,non_holder,0.9470715522766113
11,1,Manipulation,5,12,non_holder,non_holder,0.9695097208023071
11,1,Manipulation,5,13,non_holder,holder,-0.7379815578460693
11,1,Manipulation,5,14,non_holder,non_holder,0.9580028057098389
11,1,Manipulation,6,7,non_holder,non_holder,0.8981696963310242
11,1,Manipulation,6,8,non_holder,non_holder,0.8891769051551819
11,1,Manipulation,6,9,non_holder,non_holder,0.9119703769683838
11,1,Manipulation,6,10,non_holder,non_holder,0.9071715474128723
11,1,Manipulation,6,11,non_holder,non_holder,0.8954377770423889
11,1,Manipulation,6,12,non_holder,non_holder,0.913719117641449
11,1,Manipulation,6,13,non_holder,holder,-0.5652779340744019
11,1,Manipulation,6,14,non_holder,non_holder,0.9064217805862427
11,1,Manipulation,7,8,non_holder,non_holder,0.9264325499534607
11,1,Manipulation,7,9,non_holder,non_holder,0.9809395670890808
11,1,Manipulation,7,10,non_holder,non_holder,0.9665319323539734
11,1,Manipulation,7,11,non_holder,non_holder,0.9599627256393433
11,1,Manipulation,7,12,non_holder,non_holder,0.9906544089317322
11,1,Manipulation,7,13,non_holder,holder,-0.7645949721336365
11,1,Manipulation,7,14,non_holder,non_holder,0.9790456891059875
11,1,Manipulation,8,9,non_holder,non_holder,0.9599127769470215
11,1,Manipulation,8,10,non_holder,non_holder,0.9072656035423279
11,1,Manipulation,8,11,non_holder,non_holder,0.9417367577552795
11,1,Manipulation,8,12,non_holder,non_holder,0.928089439868927
11,1,Manipulation,8,13,non_holder,holder,-0.6675595045089722
11,1,Manipulation,8,14,non_holder,non_holder,0.9431541562080383
11,1,Manipulation,9,10,non_holder,non_holder,0.9731229543685913
11,1,Manipulation,9,11,non_holder,non_holder,0.9844905138015747
11,1,Manipulation,9,12,non_holder,non_holder,0.9859216213226318
11,1,Manipulation,9,13,non_holder,holder,-0.747480034828186
11,1,Manipulation,9,14,non_holder,non_holder,0.9799124598503113
11,1,Manipulation,10,11,non_holder,non_holder,0.9587406516075134
11,1,Manipulation,10,12,non_holder,non_holder,0.9749157428741455
11,1,Manipulation,10,13,non_holder,holder,-0.7212334275245667
11,1,Manipulation,10,14,non_holder,non_holder,0.9497056603431702
11,1,Manipulation,11,12,non_holder,non_holder,0.9657880663871765
11,1,Manipulation,11,13,non_holder,holder,-0.7323091626167297
11,1,Manipulation,11,14,non_holder,non_holder,0.9638954401016235
11,1,Manipulation,12,13,non_holder,holder,-0.7683222889900208
11,1,Manipulation,12,14,non_holder,non_holder,0.9703195691108704
11,1,Manipulation,13,14,holder,non_holder,-0.7193363308906555
11,1,Replay,0,1,non_holder,holder,-0.7191166877746582
11,1,Replay,0,2,non_holder,non_holder,0.9108067154884338
11,1,Replay,0,3,non_holder,non_holder,0.9298766851425171
11,1,Replay,0,4,non_holder,holder,-0.3994312286376953
11,1,Replay,0,5,non_holder,non_holder,0.9070640802383423
11,1,Replay,0,6,non_holder,non_holder,0.8581274151802063
11,1,Replay,0,7,non_holder,non_holder,0.9143466949462891
11,1,Replay,0,8,non_holder,non_holder,0.9201210737228394
11,1,Replay,0,9,non_holder,non_holder,0.9256604313850403
11,1,Replay,0,10,non_holder,holder,-0.7723985910415649
11,1,Replay,0,11,non_holder,non_holder,0.9006593823432922
11,1,Replay,0,12,non_holder,non_holder,0.9193410277366638
11,1,Replay,0,13,non_holder,non_holder,0.902626097202301
11,1,Replay,0,14,non_holder,non_holder,0.9117797613143921
11,1,Replay,1,2,holder,non_holder,-0.8300625681877136
11,1,Replay,1,3,holder,non_holder,-0.7562023401260376
11,1,Replay,1,4,holder,holder,0.8387194275856018
11,1,Replay,1,5,holder,non_holder,-0.7928024530410767
11,1,Replay,1,6,holder,non_holder,-0.6558299660682678
11,1,Replay,1,7,holder,non_holder,-0.8207041621208191
11,1,Replay,1,8,holder,non_holder,-0.7289945483207703
11,1,Replay,1,9,holder,non_holder,-0.8079826235771179
11,1,Replay,1,10,holder,holder,0.8863890171051025
11,1,Replay,1,11,holder,non_holder,-0.7683468461036682
11,1,Replay,1,12,holder,non_holder,-0.821823239326477
11,1,Replay,1,13,holder,non_holder,-0.8088124394416809
11,1,Replay,1,14,holder,non_holder,-0.7785742282867432
11,1,Replay,2,3,non_holder,non_holder,0.9479140043258667
11,1,Replay,2,4,non_holder,holder,-0.5418016910552979
11,1,Replay,2,5,non_holder,non_holder,0.9626550078392029
11,1,Replay,2,6,non_holder,non_holder,0.902449369430542
11,1,Replay,2,7,non_holder,non_holder,0.9845203161239624
11,1,Replay,2,8,non_holder,non_holder,0.9229446649551392
11,1,Replay,2,9,non_holder,non_holder,0.9805058836936951
11,1,Replay,2,10,non_holder,holder,-0.8428226113319397
11,1,Replay,2,11,non_holder,non_holder,0.9566912055015564
11,1,Replay,2,12,non_holder,non_holder,0.994490385055542
11,1,Replay,2,13,non_holder,non_holder,0.9788012504577637
11,1,Replay,2,14,non_holder,non_holder,0.9605881571769714
11,1,Replay,3,4,non_holder,holder,-0.4746355712413788
11,1,Replay,3,5,non_holder,non_holder,0.9320854544639587
11,1,Replay,3,6,non_holder,non_holder,0.9300193190574646
11,1,Replay,3,7,non_holder,non_holder,0.9465164542198181
11,1,Replay,3,8,non_holder,non_holder,0.9431845545768738
11,1,Replay,3,9,non_holder,non_holder,0.9688313007354736
11,1,Replay,3,10,non_holder,holder,-0.7878749966621399
11,1,Replay,3,11,non_holder,non_holder,0.946085512638092
11,1,Replay,3,12,non_holder,non_holder,0.9587483406066895
11,1,Replay,3,13,non_holder,non_holder,0.9393991231918335
11,1,Replay,3,14,non_holder,non_holder,0.9483944773674011
11,1,Replay,4,5,holder,non_holder,-0.4876152575016022
11,1,Replay,4,6,holder,non_holder,-0.3592173755168915
11,1,Replay,4,7,holder,non_holder,-0.5268258452415466
11,1,Replay,4,8,holder,non_holder,-0.42817768454551697
11,1,Replay,4,9,holder,non_holder,-0.5207399725914001
11,1,Replay,4,10,holder,holder,0.7774203419685364
11,1,Replay,4,11,holder,non_holder,-0.4833310842514038
11,1,Replay,4,12,holder,non_holder,-0.5357810258865356
11,1,Replay,4,13,holder,non_holder,-0.5124686360359192
11,1,Replay,4,14,holder,non_holder,-0.477109432220459
11,1,Replay,5,6,non_holder,non_holder,0.8870605230331421
11,1,Replay,5,7,non_holder,non_holder,0.976939857006073
11,1,Replay,5,8,non_holder,non_holder,0.9188639521598816
11,1,Replay,5,9,non_holder,non_holder,0.965455174446106
11,1,Replay,5,10,non_holder,holder,-0.8259170055389404
11,1,Replay,5,11,non_holder,non_holder,0.9449098706245422
11,1,Replay,5,12,non_holder,non_holder,0.9692854881286621
11,1,Replay,5,13,non_holder,non_holder,0.9409468173980713
11,1,Replay,5,14,non_holder,non_holder,0.9590522646903992
11,1,Replay,6,7,non_holder,non_holder,0.8971570134162903
11,1,Replay,6,8,non_holder,non_holder,0.8921841979026794
11,1,Replay,6,9,non_holder,non_holder,0.912355363368988
11,1,Replay,6,10,non_holder,holder,-0.6830533742904663
11,1,Replay,6,11,non_holder,non_holder,0.8961042165756226
11,1,Replay,6,12,non_holder,non_holder,0.914067804813385
11,1,Replay,6,13,non_holder,non_holder,0.9006195664405823
11,1,Replay,6,14,non_holder,non_holder,0.905602753162384
11,1,Replay,7,8,non_holder,non_holder,0.9277582168579102
11,1,Replay,7,9,non_holder,non_holder,0.9817389845848083
11,1,Replay,7,10,non_holder,holder,-0.8516150712966919
11,1,Replay,7,11,non_holder,non_holder,0.9579827785491943
11,1,Replay,7,12,non_holder,non_holder,0.990520179271698
11,1,Replay,7,13,non_holder,non_holder,0.9646678566932678
11,1,Replay,7,14,non_holder,non_holder,0.979922890663147
11,1,Replay,8,9,non_holder,non_holder,0.958831250667572
11,1,Replay,8,10,non_holder,holder,-0.7447405457496643
11,1,Replay,8,11,non_holder,non_holder,0.942505419254303
11,1,Replay,8,12,non_holder,non_holder,0.9294087290763855
11,1,Replay,8,13,non_holder,non_holder,0.9122665524482727
11,1,Replay,8,14,non_holder,non_holder,0.9436962604522705
11,1,Replay,9,10,non_holder,holder,-0.8307153582572937
11,1,Replay,9,11,non_holder,non_holder,0.9836077690124512
11,1,Replay,9,12,non_holder,non_holder,0.9873495101928711
11,1,Replay,9,13,non_holder,non_holder,0.9725337028503418
11,1,Replay,9,14,non_holder,non_holder,0.9798272848129272
11,1,Replay,10,11,holder,non_holder,-0.8031558990478516
11,1,Replay,10,12,holder,non_holder,-0.8415332436561584
11,1,Replay,10,13,holder,non_holder,-0.8072502613067627
11,1,Replay,10,14,holder,non_holder,-0.7948539853096008
11,1,Replay,11,12,non_holder,non_holder,0.9643158316612244
11,1,Replay,11,13,non_holder,non_holder,0.9627501368522644
11,1,Replay,11,14,non_holder,non_holder,0.9643256068229675
11,1,Replay,12,13,non_holder,non_holder,0.9752050638198853
11,1,Replay,12,14,non_holder,non_holder,0.9708952903747559
11,1,Replay,13,14,non_holder,non_holder,0.9530432820320129
11,5,Manipulation,0,1,non_holder,non_holder,0.8750858306884766
11,5,Manipulation,0,2,non_holder,holder,-0.7504103183746338
11,5,Manipulation,0,3,non_holder,non_holder,0.9018904566764832
11,5,Manipulation,0,4,non_holder,non_holder,0.8810628652572632
11,5,Manipulation,0,5,non_holder,non_holder,0.92130446434021
11,5,Manipulation,0,6,non_holder,non_holder,0.8947899341583252
11,5,Manipulation,0,7,non_holder,non_holder,0.9092962145805359
11,5,Manipulation,0,8,non_holder,non_holder,0.8814241886138916
11,5,Manipulation,0,9,non_holder,non_holder,0.9033983945846558
11,5,Manipulation,0,10,non_holder,non_holder,0.8725390434265137
11,5,Manipulation,0,11,non_holder,non_holder,0.8759019374847412
11,5,Manipulation,0,12,non_holder,non_holder,0.906544029712677
11,5,Manipulation,0,13,non_holder,holder,-0.8120487332344055
11,5,Manipulation,0,14,non_holder,non_holder,0.8799585103988647
11,5,Manipulation,1,2,non_holder,holder,-0.9054179191589355
11,5,Manipulation,1,3,non_holder,non_holder,0.9672700762748718
11,5,Manipulation,1,4,non_holder,non_holder,0.9919934272766113
11,5,Manipulation,1,5,non_holder,non_holder,0.9799883961677551
11,5,Manipulation,1,6,non_holder,non_holder,0.9408093094825745
11,5,Manipulation,1,7,non_holder,non_holder,0.9899153113365173
11,5,Manipulation,1,8,non_holder,non_holder,0.9614829421043396
11,5,Manipulation,1,9,non_holder,non_holder,0.9885540008544922
11,5,Manipulation,1,10,non_holder,non_holder,0.9979677796363831
11,5,Manipulation,1,11,non_holder,non_holder,0.987824022769928
11,5,Manipulation,1,12,non_holder,non_holder,0.9931616187095642
11,5,Manipulation,1,13,non_holder,holder,-0.9462887048721313
11,5,Manipulation,1,14,non_holder,non_holder,0.9785499572753906
11,5,Manipulation,2,3,holder,non_holder,-0.803204357624054
11,5,Manipulation,2,4,holder,non_holder,-0.9159143567085266
11,5,Manipulation,2,5,holder,non_holder,-0.8824970722198486
11,5,Manipulation,2,6,holder,non_holder,-0.8347823619842529
11,5,Manipulation,2,7,holder,non_holder,-0.8918692469596863
11,5,Manipulation,2,8,holder,non_holder,-0.8009006381034851
11,5,Manipulation,2,9,holder,non_holder,-0.8796835541725159
11,5,Manipulation,2,10,holder,non_holder,-0.9132680296897888
11,5,Manipulation,2,11,holder,non_holder,-0.8775901794433594
11,5,Manipulation,2,12,holder,non_holder,-0.8907870054244995
11,5,Manipulation,2,13,holder,holder,0.9725251197814941
11,5,Manipulation,2,14,holder,non_holder,-0.8502123355865479
11,5,Manipulation,3,4,non_holder,non_holder,0.9505233764648438
11,5,Manipulation,3,5,non_holder,non_holder,0.962314784526825
11,5,Manipulation,3,6,non_holder,non_holder,0.9200224876403809
11,5,Manipulation,3,7,non_holder,non_holder,0.9705432653427124
11,5,Manipulation,3,8,non_holder,non_holder,0.9804051518440247
11,5,Manipulation,3,9,non_holder,non_holder,0.9777941703796387
11,5,Manipulation,3,10,non_holder,non_holder,0.9618756771087646
11,5,Manipulation,3,11,non_holder,non_holder,0.9753434062004089
11,5,Manipulation,3,12,non_holder,non_holder,0.9775078892707825
11,5,Manipulation,3,13,non_holder,holder,-0.8631139397621155
11,5,Manipulation,3,14,non_holder,non_holder,0.9747158288955688
11,5,Manipulation,4,5,non_holder,non_holder,0.9779979586601257
11,5,Manipulation,4,6,non_holder,non_holder,0.9413589835166931
11,5,Manipulation,4,7,non_holder,non_holder,0.984374463558197
11,5,Manipulation,4,8,non_holder,non_holder,0.938731849193573
11,5,Manipulation,4,9,non_holder,non_holder,0.9769251942634583
11,5,Manipulation,4,10,non_holder,non_holder,0.9924180507659912
11,5,Manipulation,4,11,non_holder,non_holder,0.9733852744102478
11,5,Manipulation,4,12,non_holder,non_holder,0.9852102398872375
11,5,Manipulation,4,13,non_holder,holder,-0.9490765929222107
11,5,Manipulation,4,14,non_holder,non_holder,0.9604424238204956
11,5,Manipulation,5,6,non_holder,non_holder,0.9661039113998413
11,5,Manipulation,5,7,non_holder,non_holder,0.9946985840797424
11,5,Manipulation,5,8,non_holder,non_holder,0.9546560049057007
11,5,Manipulation,5,9,non_holder,non_holder,0.9827068448066711
11,5,Manipulation,5,10,non_holder,non_holder,0.9774966239929199
11,5,Manipulation,5,11,non_holder,non_holder,0.9709112048149109
11,5,Manipulation,5,12,non_holder,non_holder,0.9917164444923401
11,5,Manipulation,5,13,non_holder,holder,-0.9222245216369629
11,5,Manipulation,5,14,non_holder,non_holder,0.9624423980712891
11,5,Manipulation,6,7,non_holder,non_holder,0.9652068018913269
11,5,Manipulation,6,8,non_holder,non_holder,0.9289984107017517
11,5,Manipulation,6,9,non_holder,non_holder,0.9555690884590149
11,5,Manipulation,6,10,non_holder,non_holder,0.9389286637306213
11,5,Manipulation,6,11,non_holder,non_holder,0.9424974918365479
11,5,Manipulation,6,12,non_holder,non_holder,0.9599361419677734
11,5,Manipulation,6,13,non_holder,holder,-0.8814886212348938
11,5,Manipulation,6,14,non_holder,non_holder,0.9496157765388489
11,5,Manipulation,7,8,non_holder,non_holder,0.9641934037208557
11,5,Manipulation,7,9,non_holder,non_holder,0.9907715916633606
11,5,Manipulation,7,10,non_holder,non_holder,0.9888847470283508
11,5,Manipulation,7,11,non_holder,non_holder,0.9846119284629822
11,5,Manipulation,7,12,non_holder,non_holder,0.9978218674659729
11,5,Manipulation,7,13,non_holder,holder,-0.9309333562850952
11,5,Manipulation,7,14,non_holder,non_holder,0.9785763621330261
11,5,Manipulation,8,9,non_holder,non_holder,0.9836625456809998
11,5,Manipulation,8,10,non_holder,non_holder,0.9552867412567139
11,5,Manipulation,8,11,non_holder,non_holder,0.9779678583145142
11,5,Manipulation,8,12,non_holder,non_holder,0.9718652367591858
11,5,Manipulation,8,13,non_holder,holder,-0.8604620695114136
11,5,Manipulation,8,14,non_holder,non_holder,0.9822317957878113
11,5,Manipulation,9,10,non_holder,non_holder,0.985745906829834
11,5,Manipulation,9,11,non_holder,non_holder,0.9921396970748901
11,5,Manipulation,9,12,non_holder,non_holder,0.994868278503418
11,5,Manipulation,9,13,non_holder,holder,-0.9285253286361694
11,5,Manipulation,9,14,non_holder,non_holder,0.9904189109802246
11,5,Manipulation,10,11,non_holder,non_holder,0.9851387143135071
11,5,Manipulation,10,12,non_holder,non_holder,0.9920268654823303
11,5,Manipulation,10,13,non_holder,holder,-0.9506296515464783
11,5,Manipulation,10,14,non_holder,non_holder,0.9744513630867004
11,5,Manipulation,11,12,non_holder,non_holder,0.9887880086898804
11,5,Manipulation,11,13,non_holder,holder,-0.9245847463607788
11,5,Manipulation,11,14,non_holder,non_holder,0.9884698987007141
11,5,Manipulation,12,13,non_holder,holder,-0.9327548742294312
11,5,Manipulation,12,14,non_holder,non_holder,0.9833834171295166
11,5,Manipulation,13,14,holder,non_holder,-0.9061174988746643
11,5,Replay,0,1,non_holder,holder,-0.8110969066619873
11,5,Replay,0,2,non_holder,non_holder,0.9130910634994507
11,5,Replay,0,3,non_holder,non_holder,0.9160405993461609
11,5,Replay,0,4,non_holder,holder,-0.5745240449905396
11,5,Replay,0,5,non_holder,non_holder,0.9330376386642456
11,5,Replay,0,6,non_holder,non_holder,0.9013289213180542
11,5,Replay,0,7,non_holder,non_holder,0.9219346046447754
11,5,Replay,0,8,non_holder,non_holder,0.8958925008773804
11,5,Replay,0,9,non_holder,non_holder,0.915787935256958
11,5,Replay,0,10,non_holder,holder,-0.7806241512298584
11,5,Replay,0,11,non_holder,non_holder,0.8949378132820129
11,5,Replay,0,12,non_holder,non_holder,0.9202327728271484
11,5,Replay,0,13,non_holder,non_holder,0.9099813103675842
11,5,Replay,0,14,non_holder,non_holder,0.8946052193641663
11,5,Replay,1,2,holder,non_holder,-0.9573036432266235
11,5,Replay,1,3,holder,non_holder,-0.885841429233551
11,5,Replay,1,4,holder,holder,0.9178487658500671
11,5,Replay,1,5,holder,non_holder,-0.934299111366272
11,5,Replay,1,6,holder,non_holder,-0.8759706616401672
11,5,Replay,1,7,holder,non_holder,-0.9429594278335571
11,5,Replay,1,8,holder,non_holder,-0.8902512192726135
11,5,Replay,1,9,holder,non_holder,-0.9439963102340698
11,5,Replay,1,10,holder,holder,0.9810543060302734
11,5,Replay,1,11,holder,non_holder,-0.9419510364532471
11,5,Replay,1,12,holder,non_holder,-0.9484838247299194
11,5,Replay,1,13,holder,non_holder,-0.9563242793083191
11,5,Replay,1,14,holder,non_holder,-0.9229875802993774
11,5,Replay,2,3,non_holder,non_holder,0.9692009091377258
11,5,Replay,2,4,non_holder,holder,-0.791634738445282
11,5,Replay,2,5,non_holder,non_holder,0.9884121417999268
11,5,Replay,2,6,non_holder,non_holder,0.9390131831169128
11,5,Replay,2,7,non_holder,non_holder,0.9951658844947815
11,5,Replay,2,8,non_holder,non_holder,0.9568008184432983
11,5,Replay,2,9,non_holder,non_holder,0.9911742210388184
11,5,Replay,2,10,non_holder,holder,-0.9271529316902161
11,5,Replay,2,11,non_holder,non_holder,0.9875756502151489
11,5,Replay,2,12,non_holder,non_holder,0.9970227479934692
11,5,Replay,2,13,non_holder,non_holder,0.997763454914093
11,5,Replay,2,14,non_holder,non_holder,0.976963222026825
11,5,Replay,3,4,non_holder,holder,-0.680726945400238
11,5,Replay,3,5,non_holder,non_holder,0.9621347188949585
11,5,Replay,3,6,non_holder,non_holder,0.9083691239356995
11,5,Replay,3,7,non_holder,non_holder,0.9697486758232117
11,5,Replay,3,8,non_holder,non_holder,0.977064847946167
11,5,Replay,3,9,non_holder,non_holder,0.9760493040084839
11,5,Replay,3,10,non_holder,holder,-0.8468149304389954
11,5,Replay,3,11,non_holder,non_holder,0.9746001362800598
11,5,Replay,3,12,non_holder,non_holder,0.9765611886978149
11,5,Replay,3,13,non_holder,non_holder,0.9634408354759216
11,5,Replay,3,14,non_holder,non_holder,0.9737172722816467
11,5,Replay,4,5,holder,non_holder,-0.7440824508666992
11,5,Replay,4,6,holder,non_holder,-0.6629825830459595
11,5,Replay,4,7,holder,non_holder,-0.7592858076095581
11,5,Replay,4,8,holder,non_holder,-0.6973981261253357
11,5,Replay,4,9,holder,non_holder,-0.7707379460334778
11,5,Replay,4,10,holder,holder,0.9393172860145569
11,5,Replay,4,11,holder,non_holder,-0.7712920308113098
11,5,Replay,4,12,holder,non_holder,-0.7726004123687744
11,5,Replay,4,13,holder,non_holder,-0.7884809374809265
11,5,Replay,4,14,holder,non_holder,-0.7491196393966675
11,5,Replay,5,6,non_holder,non_holder,0.959536075592041
11,5,Replay,5,7,non_holder,non_holder,0.9949154257774353
11,5,Replay,5,8,non_holder,non_holder,0.953791618347168
11,5,Replay,5,9,non_holder,non_holder,0.9834325313568115
11,5,Replay,5,10,non_holder,holder,-0.8966073393821716
11,5,Replay,5,11,non_holder,non_holder,0.9730051159858704
11,5,Replay,5,12,non_holder,non_holder,0.9921932816505432
11,5,Replay,5,13,non_holder,non_holder,0.9862270951271057
11,5,Replay,5,14,non_holder,non_holder,0.9638978242874146
11,5,Replay,6,7,non_holder,non_holder,0.958892822265625
11,5,Replay,6,8,non_holder,non_holder,0.9261847138404846
11,5,Replay,6,9,non_holder,non_holder,0.9492315053939819
11,5,Replay,6,10,non_holder,holder,-0.8410742282867432
11,5,Replay,6,11,non_holder,non_holder,0.9372202157974243
11,5,Replay,6,12,non_holder,non_holder,0.9522467851638794
11,5,Replay,6,13,non_holder,non_holder,0.9381408095359802
11,5,Replay,6,14,non_holder,non_holder,0.9451435804367065
11,5,Replay,7,8,non_holder,non_holder,0.9629837870597839
11,5,Replay,7,9,non_holder,non_holder,0.9911526441574097
11,5,Replay,7,10,non_holder,holder,-0.9059697389602661
11,5,Replay,7,11,non_holder,non_holder,0.9858841300010681
11,5,Replay,7,12,non_holder,non_holder,0.9975612163543701
11,5,Replay,7,13,non_holder,non_holder,0.9921618103981018
11,5,Replay,7,14,non_holder,non_holder,0.9800460338592529
11,5,Replay,8,9,non_holder,non_holder,0.9818225502967834
11,5,Replay,8,10,non_holder,holder,-0.8470154404640198
11,5,Replay,8,11,non_holder,non_holder,0.9761383533477783
11,5,Replay,8,12,non_holder,non_holder,0.9704071879386902
11,5,Replay,8,13,non_holder,non_holder,0.9499835968017578
11,5,Replay,8,14,non_holder,non_holder,0.9810206294059753
11,5,Replay,9,10,non_holder,holder,-0.9133222103118896
11,5,Replay,9,11,non_holder,non_holder,0.9934219717979431
11,5,Replay,9,12,non_holder,non_holder,0.9953526854515076
11,5,Replay,9,13,non_holder,non_holder,0.9870389103889465
11,5,Replay,9,14,non_holder,non_holder,0.990497887134552
11,5,Replay,10,11,holder,non_holder,-0.9089636206626892
11,5,Replay,10,12,holder,non_holder,-0.9150311350822449
11,5,Replay,10,13,holder,non_holder,-0.9263325333595276
11,5,Replay,10,14,holder,non_holder,-0.890464723110199
11,5,Replay,11,12,non_holder,non_holder,0.9901208281517029
11,5,Replay,11,13,non_holder,non_holder,0.9840307831764221
11,5,Replay,11,14,non_holder,non_holder,0.9892781376838684
11,5,Replay,12,13,non_holder,non_holder,0.9934054017066956
11,5,Replay,12,14,non_holder,non_holder,0.98405522108078
11,5,Replay,13,14,non_holder,non_holder,0.9714601635932922
11,10,Manipulation,0,1,non_holder,non_holder,0.7998930811882019
11,10,Manipulation,0,2,non_holder,holder,-0.7470383048057556
11,10,Manipulation,0,3,non_holder,non_holder,0.8942988514900208
11,10,Manipulation,0,4,non_holder,non_holder,0.8453478217124939
11,10,Manipulation,0,5,non_holder,non_holder,0.8858005404472351
11,10,Manipulation,0,6,non_holder,non_holder,0.8609481453895569
11,10,Manipulation,0,7,non_holder,non_holder,0.8420162796974182
11,10,Manipulation,0,8,non_holder,non_holder,0.8078920841217041
11,10,Manipulation,0,9,non_holder,non_holder,0.8395201563835144
11,10,Manipulation,0,10,non_holder,non_holder,0.8104578852653503
11,10,Manipulation,0,11,non_holder,non_holder,0.8216897249221802
11,10,Manipulation,0,12,non_holder,non_holder,0.8473415374755859
11,10,Manipulation,0,13,non_holder,holder,-0.7751021981239319
11,10,Manipulation,0,14,non_holder,non_holder,0.79991215467453
11,10,Manipulation,1,2,non_holder,holder,-0.9746133685112
11,10,Manipulation,1,3,non_holder,non_holder,0.9459359645843506
11,10,Manipulation,1,4,non_holder,non_holder,0.9855221509933472
11,10,Manipulation,1,5,non_holder,non_holder,0.9670575857162476
11,10,Manipulation,1,6,non_holder,non_holder,0.896880030632019
11,10,Manipulation,1,7,non_holder,non_holder,0.9853621125221252
11,10,Manipulation,1,8,non_holder,non_holder,0.9717199802398682
11,10,Manipulation,1,9,non_holder,non_holder,0.9878119230270386
